tagName,Count,Excerpt
"xvfb","15",""
"debconf","15",""
"ssrs-2012","15",""
"unmount","15",""
"parallel-computing","15",""
"firewalld-zone","15",""
"microsoft-dynamics-gp","15","Microsoft Dynamics GP: ERP application for Small-Midsized Businesses."
"openstack-glance","15",""
"storage-spaces-direct","15",""
"content-security-policy","15",""
"jenkins-multibranch","15",""
"xencenter","15",""
"berkeleydb","15","Berkeley DB (BDB) is an open source high-performance embedded database library, with API bindings for many programming languages, including C, C++, C#, Java, Perl, PHP, Ruby, Python, Tcl, and Smalltalk, and supports most modern operating systems, including Windows, Unix-like operating systems, mobile operating systems, and real-time operating systems. It originated at UC Berkeley, and is currently distributed and developed by Oracle Corporation."
"socket.io","15",""
"hvm","15",""
"subject-alternative-names","14",""
"aruba","14","This tag should be associated with questions specifically pertaining to Aruba wireless LAN controllers (not generic WLC questions)."
"amazon-nat-gateway","14",""
"ibm-mq","14",""
"blob-storage","14",""
"window-server-2012","14",""
"smbclient","14",""
"ihs","14","IBM® HTTP Server is a full-featured Apache-based web server that is included with IBM products such as IBM WebSphere® Application Server at no charge. You can use this web server for projects that do not warrant the expense of a priced and supported HTTP server. The IBM HTTP Server is based on the Apache HTTP Server and provides a rich set of Apache features in addition to IBM enhancements."
"mitmproxy","14",""
"openflow","14","Openflow is a switch specification that enables the switch to communicate with the remote controller through an openflow protocol and allow it to change its configuration. "
"minikube","14",""
"gitlab-auto-devops","14",""
"azureadconnect","14",""
"kubeadm","14",""
"devops","14",""
"rtsp","14","The Real Time Streaming Protocol (RTSP) is a network control protocol designed for use in entertainment and communications systems to control streaming media servers. "
"certutil","14",""
"windows-patching","14",""
"peering","14",""
"mainframe","14","Use this tag for questions related to the IBM z Systems machines and their predecessors ever since the System/360, as well as their operating systems, such as z/OS and Linux on z Systems."
"nixos","14","NixOS is a Linux distribution that uses the Nix package manager."
"wsus-offline","14","WSUS Offline is a method, a set of scripts, that allows downloading of critical windows updates (including Microsoft Office updates) without using Windows Update feature, thus enabling SysAdmins to update non-Internet connected computers (by design or by necessity)."
"azure-cli","14","The Azure CLI allows Azure users to manage their Azure assets and interact with their Azure services, applications, containers, and infrastructure in an idiomatic way."
"lenovo","14","Lenovo (earlier IBM) is a server and network equipment manufacturer. This is a generic tag to be used for general discussion of Lenovo hardware or software when there is not a more specific tag available."
"nobody","14",""
"disaster","14",""
"heapspace","14",""
"bazaar","14",""
"iusr","14",""
"tcp-offload-engine","14",""
"as-number","14",""
"reseller","14",""
"clients","14",""
"unified-communications","14",""
"connlimit","14",""
"renew","14",""
"cgi-bin","14",""
"openafs","14","An open implementation of the Andrew File System (AFS). AFS is a distributed filesystem designed to provide a single file system tree for different participating organizations, potentially spread out across the globe."
"case-insensitive","14",""
"lto-4","14",""
"video-conferencing","14",""
"tune2fs","14",""
"check-snmp","14",""
"buffalo","14",""
"phpinfo","14",""
"intrusion-prevention","14",""
"sysv","14",""
"zend-server-ce","14",""
"privoxy","14",""
"wsdl","14",""
"ucarp","14",""
"bulk-action","14","When you want to apply the same action to many objects"
"heimdal","14",""
"ssrs-2008-r2","14",""
"jitter","14",""
"frequency","14",""
"sd-card","14",""
"securid","14",""
"dialog","14",""
"twitter","14",""
"business-continuity","14",""
"autoloader","14",""
"sqlanywhere","14","SQL suite from Sybase"
"utility","14",""
"console-server","14",""
"table-partitioning","14",""
"loading","14",""
"watch","14",""
"mongoose","13","Mongoose is a MongoDB object modeling tool, or ODM (Object Document Mapper), written in JavaScript and designed to work in an asynchronous environment."
"servlets","13",""
"geodns","13","a DNS service that provides different answers to different clients based on a presumption of geographic locality."
"context-switch","13",""
"suspend","13",""
"sun-one","13",""
"hyperic","13","Hyperic is application monitoring and performance management for virtual, physical, and cloud infrastructures."
"vigor","13",""
"stress","13",""
"cals","13",""
"ical","13",""
"autorun","13",""
"gtk","13",""
"bootcamp","13",""
"keyboard-shortcuts","13",""
"vcs","13",""
"easy-install","13",""
"stoperror","13",""
"floppy","13",""
"requestheader","13","RequestHeader is an Apache configuration directive. See also the [http-headers] tag."
"google-webmaster-tools","13","Google Webmaster Tools is a no-charge web service by Google for webmasters. It allows webmasters to check indexing status and optimize visibility of their websites."
"mdraid","13",""
"dsa","13",""
"ignore","13",""
"isapi-rewrite","13",""
"mapreduce","13",""
"scalr","13",""
"collabnet","13",""
"classpath","13",""
"v2p","13","Virtual-to-Physical"
"connection-strings","13",""
"copssh","13",""
"wildcards","13",""
"web-proxy","13",""
"manage","13",""
"removable-storage","13",""
"drive-letters","13",""
"farm","13",""
"xtradb","13",""
"icons","13",""
"kinit","13",""
"perfomance","13",""
"envoyproxy","13","Envoy proxy is a L7 proxy."
"oms","13","The Microsoft Operations Management Suite (OMS), previously known as Azure Operational Insights, is a SaaS offering management of on-premises and cloud IT assets. Microsoft OMS handles log analytics, IT automation, backup and recovery, and security and compliance tasks."
"bird","13","BIRD was an open source implementation of an Internet protocol suite routing daemon providing features like Routing Information Protocol (RIP), Border Gateway Protocol (BGP), Open Shortest Path First (OSPF) for Unix like systems."
"idn","13","An internationalized domain name (IDN) is an Internet domain name that contains at least one label that is displayed in software applications, in whole or in part, in a language-specific script or alphabet, or the Latin alphabet-based characters with diacritics. These writing systems are encoded by computers in multi-byte Unicode. Internationalized domain names are stored in the Domain Name System as ASCII strings using Punycode transcription."
"last","13",""
"isakmp","13","ISAKMP (Internet Security Association and Key Management Protocol) is part of the IPSEC suite.  "
"deep-packet-inspection","13",""
"dcpromo","13",""
"freesshd","13","freeSSHd is an open source implementation of an SSH server for Microsoft Windows."
"snmpv3","13",""
"snoop","13","Snoop is a command-line utility found on most UNIX systems. It is used for taking down a copy of all or some of the data coming in or out of some or all of the network interfaces on the machine in question."
"promiscuous","13",""
"google-iam","13",""
"telegraf","13",""
"calico","13",""
"go","13",""
"php-fastcgi","13",""
"shared-mailbox","13",""
"psexec","13",""
"joyent","12","Questions about Joyent the company, the Joyent Public Cloud, or one of the other Joyent products (Smart Data Center, SmartOS, etc)"
"fisheye","12","FishEye is a revision-control browser by Atlassian"
"fedora-22","12",""
"cve","12","Common Vulnerabilities and Exposures"
"webrtc","12",""
"google-cloud-shell","12",""
"isilon","12","Isilon is a scale-out NAS storage platform based on the OneFS operating system"
"9p","12","9P (or the Plan 9 Filesystem Protocol) is a network protocol developed for the Plan 9 from Bell Labs distributed operating system as the means of connecting the components of a Plan 9 system. 9P was revised for the 4th edition of Plan 9 under the name 9P2000 that contained various fundamental improvements. The latest version of the Inferno operating system also uses 9P2000."
"software","12",""
"http-caching","12",""
"windows-defender","12",""
"crash","12",""
"phantomjs","12","PhantomJS is a headless WebKit with JavaScript API. It has fast and native support for various web standards: DOM handling, CSS selector, JSON, Canvas, and SVG."
"citadel","12","Citadel is an open source email, collaboration, groupware and content management solution."
"postgresql-cluster","12",""
"boost","12","Boost is a set of libraries for the C++ programming language that provide support for tasks and structures such as linear algebra, pseudorandom number generation, multithreading image processing, regular expressions, and unit testing. It contains over eighty individual libraries."
"adsi","12",""
"http-method","12",""
"fsmo","12",""
"language-packs","12",""
"system-center-essentials","12","System Center Essentials (SCE or Essentials 2010) is a system management product from Microsoft targeting Windows systems for small and medium size businesses"
"hub","12",""
"r1soft","12",""
"journal","12",""
"nova-network","12","Nova-network is part of OpenStack networking service."
"sdk","12",""
"icecast","12",""
"web-application-proxy","12","Web application proxy (WAP) is a new server role introduced in Windows Server 2012 R2. The role includes a reverse proxy to allow publishing internal applications for external access and also includes the AD FS Proxy role."
"postgresql-9.1","12","PostgreSQL is a powerful, open source object-relational database system. Please use this tag for questions related specifically to version 9.1 of this software."
"drupal8","12","This tag is for questions regarding Drupal 8 specifically. Version tags should be used only when strictly necessary, for questions that apply to Drupal version 8 only."
"ansible-galaxy","12","Ansible Galaxy is a portal that provides Ansible roles that are shared by users and could be used by other users (e.g. instead of creating a role that installs git, a user could search a role in Ansible Galaxy and reuse it)"
"gdpr","12","General Data Protection Regulation (GDPR), EU regulation 2016/679"
"sonarqube","12","SonarQube is the open source platform, to continuously inspect code quality of applications. It allows developers to detect bugs and vulnerabilities as well as to decrease code smells, in more than 20 different languages. "
"hexidecimal","12",""
"webpart","12",""
"celerra","12",""
"itanium","12",""
"g++","12",""
"credssp","12",""
"cookieless","12",""
"overwrite","12",""
"zend-optimizer","12",""
"edb","12",""
"cruisecontrol","12",""
"prefork","12",""
"uec","12",""
"coreutils","12",""
"hosts.allow","12",""
"yp","12",""
"case-sensitive","12",""
"mitel","12",""
"proxy-authentication","12",""
"untangle","12",""
"unicast","12",""
"vacuum","12","VACUUM is a PostgreSQL command for cleaning up dead rows from the database."
"duply","12",""
"dynamic-routing","12",""
"mod-webdav","12",""
"erp","12",""
"junction","12",""
"mom","12",""
"blackhole","12",""
"mcx","12",""
"teredo","12",""
"hibernation","12",""
"awe","12",""
"tcl","12",""
"application-firewall","12",""
"lom","12",""
"lockdown","12",""
"twiki","12",""
"revoked","12",""
"sox","12",""
"windbg","12",""
"clearcase","12",""
"bourne-shell","12",""
"ldirectord","12",""
"manual","12",""
"internet-explorer-7","12",""
"online-storage","11",""
"bcp","11",""
"twisted","11",""
"navision","11","Dynamics NAV, formerly Navision, is an enterprise resource planning (ERP) development platform produced by Microsoft.

Dynamics NAV uses a proprietary programming language called C/AL, which is syntactically similar to Pascal. The C/AL runtime provides constructs for interacting with database records, files and the host environment. Runtime functionality can be extended using COM and .NET. (from Stackoverflow.com)"
"codecs","11",""
"scheduled","11",""
"alignment","11",""
"autoit","11","Windows GUI automation"
"forensic-analysis","11",""
"mozilla","11",""
"keyboard-layout","11",""
"finder","11",""
"cognos","11",""
"php5-gd","11",""
"release-management","11",""
"microsoft-cluster-server","11","Microsoft Cluster Server (MSCS) allows Windows Server computers to work together as a computer cluster, to provide failover and increased availability of applications, or parallel calculating power in case of high-performance computing (HPC) clusters."
"vfs","11",""
"groupwise","11",""
"usmt","11",""
"setuptools","11",""
"grsec","11",""
"rman","11",""
"hierarchy","11",""
"dotnetnuke","11",""
"vds","11",""
"guid","11",""
"halt","11",""
"network-filesystem","11",""
"middleware","11",""
"jfs","11",""
"hipaa","11",""
"google-public-dns","11","Google Public DNS is a recursive DNS resolver, similar to other publicly available services. "
"dom0","11",""
"ubuntu-17.04","11","Ubuntu 17.04, named ""Zesty Zapus"" is a non-LTS (Long Term Support) release of Ubuntu Linux. Released on April 13, 2017, its official support ended on January 13, 2018. WARNING: questions directed to unsupported systems are generally off-topic at Server Fault. Note, however, that http://askubuntu.com is specifically dedicated to Ubuntu questions."
"cinder","11","OpenStack project to provide “block storage as a service”."
"mixed-content","11","HTTPS page that includes content retrieved through clear text HTTP"
"autoconfiguration","11","Mozilla's automatic configuration format for email services as used in Mozilla Thunderbird."
"motd","11",""
"arptables","11",""
"pvlan","11",""
"varnishncsa","11",""
"fencing","11",""
"call-manager","11",""
"tcp-slow-start","11",""
"davfs2","11",""
"ossim","11","Alienvault's community edition SIEM"
"fedora-21","11",""
"google-drive","11",""
"observium","11",""
"ironport","11","Cisco Ironport is an email security appliance"
"exchange-server","11",""
"mod-cluster","11","Mod_cluster is a dynamically configured load balancer implemented for Apache HTTP Server, Undertow and Nginx.  It has worker-side libraries for all Tomcat 6+, JBoss AS 5+ and Wildfly servers. It is a JBoss community project."
"overlayfs","11",""
"azure-container-service","11",""
"google-cloud-vpn","11",""
"wmic","11",""
"sctp","11","For questions about Stream Control Transmission Protocol (SCTP), where it is a transport-layer protocol, serving in a similar role to the popular protocols TCP and UDP. It is standardized by IETF in RFC 4960."
"tightvnc","11",""
"g-wan","11",""
"cache-control","11",""
"shoretel","11",""
"opensmtpd","11",""
"nc","11",""
"emc-vnx","11","EMC VNX Series: High-performing unified storage with simplicity and efficiency, optimized for virtual applications."
"byobu","11","Byobu is a Japanese term for decorative, multi-panel screens that serve as folding room dividers. As an open source project, Byobu is an elegant enhancement of the otherwise functional, plain, practical GNU Screen. Byobu includes an enhanced profile and configuration utilities for the GNU screen window manager, such as toggle-able system status notifications."
"mod-rpaf","10","reverse proxy add forward module for Apache (mod_rpaf)

It changes the remote address of the client visible to other Apache modules"
"ebtables","10",""
"atop","10",""
"nmcli","10",""
"variables","10",""
"www","10",""
"bluecoat","10","Blue Coat is a hardware manufacturer focused primarily on web security and WAN optimization.  Some of their popular products include the ProxySG (Secure Web Gateway), PacketShaper and WebFilter."
"cman","10","CMAN is a Corosync plugin that monitors the names and number of active cluster nodes in order to deliver membership and quorum information to clients."
"heartbeat1","10",""
"zypper","10",""
"http-streaming","10","HTTP streaming allows low latency real time data to be pushed to clients over HTTP requests that are kept open indefinitely allowing dynamic data to be sent as soon as it becomes available."
"long-polling","10",""
"kpartx","10",""
"pvmove","10",""
"split-tunneling","10",""
"crowd","10","Single-Sign-On application"
"webex","10","Cisco WebEx, formerly WebEx Communications Inc., is a company that provides on-demand collaboration, online meeting, web conferencing and video conferencing applications.
WebEx has three products: Cisco Webex Meetings, Cisco Webex Teams (formerly known as Cisco Spark) and Cisco Webex Devices."
"razor","10",""
"flashcache","10",""
"ptp","10","Precision Time Protocol is used to synchronize clocks with sub-microsecond accuracy."
"openstack-horizon","10","Openstack's dashboard that can be used to manage components"
"hp-server-automation","10","HP Server Automation is an end-to-end server and data center management tool"
"rundeck","10","For everything relating to [Rundeck][], a frontend that allows for fine-grained access control of automation tasks.

[Rundeck]: http://rundeck.org"
"datadog","10","Datadog is able to monitor multiple applications, e.g. jenkins, apache and postgresql"
"microsoft-office-2016","10","A productivity suite released by Microsoft released in July 2015 on OS X and Windows in September 2015."
"firebase","10","Firebase is a mobile and web application platform with tools and infrastructure designed to help developers build high-quality apps. Firebase was purchased by Google in October 2014."
"commvault","10","CommVault is a publicly traded data and information management software company headquartered in Oceanport, New Jersey which markets Simpana® backup software"
"caa-record","10","Questions regarding DNS Certification Authority Authorization records.  "
"bbu","10",""
"jungledisk","10",""
"scriptalias","10",""
"date-modified","10",""
"homepage","10",""
"ip-banning","10",""
"ms-security-essentials","10",""
"portmap","10",""
"process-accounting","10",""
"foreign-key","10",""
"virtual-appliances","10",""
"junction-points","10",""
"uniqueidentifier","10",""
"starwind","10",""
"vboxmanage","10",""
"failsafe","10",""
"pcoip","10",""
"hidden","10",""
"network-level-auth","10",""
"opcode","10",""
"bpos","10",""
"psad","10","Port Scan Attack Detector is an intrusion detection system which reads Linux iptables log entries. It can send email alerts and generate CSV reports for later analysis."
"connection-pool","10",""
"data-extraction","10",""
"multi-platform","10",""
"file-associations","10",""
"ghostscript","10",""
"emulator","10",""
"schedule","10",""
"evolution","10",""
"emulex","10",""
"dbcc","10",""
"connection-sharing","10",""
"windows-ce","10",""
"prerequisites","10",""
"opensso","10",""
"poolmon","10",""
"autoincrement","10",""
"fopen","9",""
"httpverbs","9",""
"data-warehouse","9",""
"httpmodule","9",""
"cisco-ace","9",""
"checkdb","9",""
"asterisknow","9",""
"mp3","9",""
"thttpd","9",""
"sa-exim","9",""
"favicon","9",""
"tmpwatch","9",""
"logman","9",""
"tiger","9",""
"system-building","9",""
"dotfiles","9",""
"i386","9",""
"nortel","9",""
"permgen","9",""
"systempath","9",""
"stty","9",""
"loglevel","9",""
"drbl","9",""
"openam","9",""
"integrity","9",""
"lspci","9",""
"ultrasparc","9","The UltraSPARC is a microprocessor developed by Sun Microsystems, and introduced in mid-1995. It was the first microprocessor from Sun Microsystems to implement the SPARC V9 ISA."
"mtime","9",""
"zeus","9",""
"security-zones","9",""
"phpbb3","9",""
"transcoding","9",""
"endian-firewall","9",""
"biztalk-2009","9",""
"x-frame-options","9",""
"ubuntu-enterprise-cloud","9",""
"sqlclr","9",""
"kohana","9",""
"handle-leak","9",""
"mongrel-cluster","9",""
"maatkit","9",""
"unionfs","9","UnionFS is a filesystem service for Unix-like operating systems that implements a stackable unification file system, which can appear to merge the contents of several directories, while keeping their physical content separate."
"virtual-hosting","9",""
"overflow","9",""
"gsa","9",""
"orphans","9",""
"glib","9",""
"i18n","9",""
"reconnect","9",""
"matrix","9","Tag for questions related to https://matrix.org"
"keycloak","9","Integrated Single Sign On (SSO) and Identity Manager (IDM) for browser apps and RESTful web services. 
Built on top of JBoss / Wildfly and complies with OAuth 2.0, Open ID Connect, JSON Web Token (JWT) and SAML 2.0 specifications."
"nomad","9","Nomad is a product created by HashiCorp that is able to manage a cluster of nodes and software."
"airflow","9","Use this tag  for questions related to the flow of air (airflow is a critical aspect for maintaining the performance and reliability of equipment running inside of a modern datacenter as well as their overall energy efficiency)"
"vmware-horizon-view","9","VMware View is a commercial desktop-virtualization product developed by VMware. Its first two releases (2.0.0 and 2.1.0) sold under the name VMware VDM, but with the 3.0.0 release in 2008 the name changed to ""VMware View"". ""VMware View"" became ""Horizon View"" with the launch of Horizon 6 in April 2014."
"openstack-keystone","9","Openstack's identity service"
"oel","9","Oracle Enterprise Linux is a derivative of Red Hat Enterprise Linux featuring a unique, Oracle-supported kernel."
"goaccess","9","GoAccess is an open source real-time web log analyzer and interactive viewer that runs in a terminal in *nix systems. It provides fast and valuable HTTP statistics for system administrators that require a visual server report on the fly."
"erlang","9","Erlang is a general-purpose, garbage-collected programming language and runtime environment, with built-in support for concurrency, distribution and fault tolerance."
"kdump","9",""
"windows-multipoint-server","9",""
"winpcap","9",""
"winhttp","9","WinHTTP is a component of Microsoft Windows that provides a common interface to access resources through HTTP."
"glusterfs-3.5","9",""
"wpad","9","WPAD (Web Proxy Autodiscovery) is internet protocol that allows WPAD enabled client to locate and connect to proxy services in order delivery contents quickly to user."
"azure-dns","9",""
"cockpit","9",""
"network-security-group","9",""
"realtek","9","Realtek is the manufacturer of low cost network controller chips for ethernet and wireless networks. These chips are embedded on motherboards for providing networking features. Their chips are also used in discrete PCI and PCIe cards on ethernet and wireless hardware. Their chips are also used in many wireless USB adapters as well. "
"grpc","9",""
"mandrill","9",""
"crucible","8","Atlassian Crucible is the code review component of the FishEye repository browser"
"chrome-os","8",""
"katello","8",""
"wkhtmltopdf","8",""
"connect","8",""
"newrelic","8",""
"dhcpcd","8",""
"megaraid-storage-manager","8",""
"skype-for-business-online","8",""
"azure-resource-manager","8",""
"mysql5.7","8",""
"compliance","8",""
"google-app-engine-standard","8",""
"assp","8","The Anti-Spam SMTP Proxy (ASSP) Server project aims to create an open source platform-independent SMTP Proxy server specifically designed to filter email spam."
"microsoft-teams","8",""
"hyper-v-2012","8",""
"scsm-2012","8",""
"piranha","8",""
"ghettovcb","8",""
"logstash-forwarder","8",""
"e2fsck","8",""
"rkt","8","rkt is a CLI for running app containers on Linux."
"logjam","8",""
"httperf","8",""
"ddclient","8",""
"iozone","8",""
"chipset","8","chipset is a set of electronic components in an integrated circuit that manages the data flow between the processor, memory and peripherals. It is usually found on the motherboard."
"nomachine","8",""
"aufs","8",""
"leapsecond","8",""
"alpn","8","ALPN (Application Layer Protocol Negotiation) is an extension for TLS and negotiates which protocol should be handled over a secure connection."
"microsoft-dfo365","8","Microsoft Dynamics for Finance and Operations 365 is one of Microsoft’s Enterprise Resource Planning software products. It is part of the Microsoft Dynamics family.   It is commonly referred to by the acronym DFO365.
"
"onedrive-for-business","8","OneDrive for Business is personal online storage space in the cloud, provided for you by your company. Use it to store and protect your work files while accessing them across multiple devices with ease. ... Sync files to your local computer using the OneDrive for Business sync client"
"azure-devops-server","8","Azure DevOps Server is a complete Application Lifecycle Management (ALM) suite, offered by Microsoft. ADS combines activities such as Source Control Management, Work Item Tracking, Project Management, Build Management, and Reporting into a single product with strong integration points to the Visual Studio and Microsoft Office product lines."
"phplist","8",""
"documents","8",""
"accessibility","8",""
"ansi","8","ANSI escape sequences are characters embedded in the text used to control formatting, color, and other output options on video text terminals. Almost all terminal emulators designed to show text output from a remote computer, and (except for Microsoft Windows) to show text output from local software, interpret at least some of the ANSI escape sequences."
"iometer","8",""
"logoff-scripts","8",""
"surveillance","8",""
"yslow","8",""
"mirror-site","8",""
"media-server","8",""
"synaptic","8",""
"sql-server-cluster","8",""
"axis","8",""
"jumpstart","8",""
"delphi","8",""
"fwbuilder","8",""
"findstr","8",""
"gprs","8",""
"channel","8",""
"curses","8",""
"zvol","8",""
"vlsm","8",""
"jms","8",""
"xauth","8",""
"interrupt","8",""
"veritas-cluster-server","8",""
"zerigo","8",""
"zero-fill","8",""
"podcast","8",""
"plsql","8",""
"risk-management","8",""
"content-negotiation","8",""
"protocol-analyzer","8",""
"virtual-drive","8",""
"assembly","8",""
"cronolog","8",""
"threadpool","8",""
"xdmcp","8",""
"ndmp","8",""
"storage-server","8",""
"infopath","8",""
"knoppix","8",""
"microsoft-web-platform","8",""
"proxy.pac","8",""
"amd-v","7",""
"system-properties","7",""
"term","7",""
"terminfo","7",""
"fba","7",""
"getaddrinfo","7",""
"autoyast","7",""
"anonymized","7",""
"google-search-appliance","7",""
"bus","7",""
"autocad","7",""
"shmmax","7",""
"opera","7",""
"flash-drive","7",""
"vb","7",""
"tcp-window","7",""
"zoning","7",""
"utp","7",""
"opends","7",""
"kjournald","7",""
"windows-phone-7","7",""
"clipboard-sharing","7",""
"multiseat","7",""
"tombstones","7",""
"msxml","7",""
"libboost","7",""
"full-text-catalog","7",""
"rmagick","7",""
"god","7","God is a process monitoring framework written in Ruby"
"bin","7",""
"itunes","7",""
"labeler","7",""
"resin","7",""
"nokia","7",""
"vmware-thinapp","7",""
"readwrite","7",""
"ontap","7",""
"qt","7",""
"heredoc","7","A here document is a special-purpose code block. It uses a form of I/O redirection to feed a command list to an interactive program or a command, such as ftp, cat, or the ex text editor."
"openshift-online-3","7","OpenShift Online 3 is Red Hat's Platform as a Service (PaaS) offering based on Kubernetes and Docker."
"ftpes","7","FTPES: Explicit FTP over SSL/TLS"
"opentsdb","7","OpenTSDB is a distributed, scalable Time Series Database written on top of HBase"
"omnibus","7","Chef Omnibus allows for creating full-stack installers for your project across a variety of platforms."
"chattr","7","chattr is a Linux command-line tool to change file attributes on a Linux ext2/3/4 file system, e.g. to make files immutable or append-only even for the root user."
"serverspec","7","an open-source infrastructure testing platform for servers configured with configuration management tools; aimed at refactoring infrastructure code"
"emc-vnxe","7","EMC VNXe Series: Affordable unified storage platform with solution-focused software that’s easy to manage, provision, and protect."
"shrew","7",""
"crossover","7",""
"warranty","7",""
"binary-log","7",""
"dscp","7",""
"postgrey","7",""
"test-kitchen","7",""
"cluster-aware-updating","7",""
"ploop","7",""
"fusionio","7",""
"out-of-band-management","7",""
"amqp","7",""
"whm","7",""
"yubikey","7",""
"amazon-codepipeline","7",""
"sles12","7",""
"extend","7",""
"vultr","7",""
"perf","7",""
"gnupg","7",""
"application-insights","7",""
"autosys","7","AutoSys is a workload automation tool supplied by  Computer Associates. Current version is r11.3. 

The Application Servers and Schedulers are supported on: Solaris, AIX, HP-UX, Linux and Windows servers. Clients (Remote Agents) can be run on Solaris, AIX, HP-UX, Linux, Windows, z/OS, OS/390, zSeries, VSE, and OpenVMS."
"coreos-ignition","7",""
"shadow-copies","7",""
"rdma","7",""
"libreswan","7",""
"ikev1","7",""
"sap-hana","7",""
"shared-folders","7",""
"bootstrap","7",""
"sparse-files","7",""
"historical-locked","6",""
"bridged-adapter","6",""
"dmca","6","Questions related to the Digital Millennium Copyright Act."
"stack","6",""
"centralized-certificates","6",""
"nutanix","6",""
"recovery-services","6",""
"vsan","6",""
"checkinstall","6","Checkinstall helps with the tidy installation and removal of packages from Unix/Linux based systems by generating packages that are compatible with various different installers (e.g. RPM or Slackware packages)."
"aws-codecommit","6",""
"quiesce","6","Describes pausing or altering the state of running processes on a computer, particularly those that might modify information stored on disk during a backup, in order to guarantee a consistent and usable backup."
"vmlinuz","6","vmlinuz is a statically linked executable that contains a bootable image of the Linux kernel"
"aws-organizations","6",""
"netdata","6",""
"google-cloud-cdn","6",""
"powerdns-recursor","6",""
"bamboo","6","Bamboo is a continuous integration solution by Atlassian"
"exchange-2019","6",""
"secure","6",""
"freeze","6",""
"transip","6",""
"rancher-2","6",""
"networker","6","EMC Networker backup software"
"cloudera-manager","6",""
"apt-mirror","6",""
"lldp","6",""
"hardware-acceleration","6",""
"rancid","6",""
"postfwd","6",""
"http-status-code-408","6",""
"berkshelf","6",""
"chef-zero","6",""
"avhdx","6",""
"zfs-fuse","6",""
"duplicate-ip","6",""
"dban","6","Darik's Boot and Nuke, a program to securely erase a hard drive."
"logserver","6",""
"ravendb","6",""
"rstp","6","RSTP (Rapid Spanning Tree Protocol) is a network protocol. It is used to build up loop-free topology for ethernet networks. Its an improvement to STP (Spanning Tree Protocol)."
"coovachilli","6",""
"spamd","6","spamd is the name of the OpenBSD spam deferral daemon used alongside pf; the spamd tag may be ambiguous, as it could also refer to SpamAssassin's spamd, use the spamassassin tag for SpamAssassin"
"ubuntu-15.04","6","Ubuntu 15.04, named ""Vivid Vervet"" is a non-LTS (Long Term Support) release of Ubuntu Linux. Released in April 2015, its official support ended on February 4, 2016. Note that http://askubuntu.com is specifically dedicated to Ubuntu questions."
"fcrdns","6","Forward Confirmed reverse DNS is the practice of using PTR records that are authenticated by matching A or AAAA records to demonstrate ownership of an IP address."
"mmonit","6","M/Monit is a GUI frontend for the open source Monit monitoring client."
"ipfilter","6","firewall services and network address translation "
"cdh4","6","CDH4 is the Cloudera Distribution of Hadoop, release 4. It includes Hadoop and nine other open source projects from the Hadoop ecosystem. It is comparable to HDP (the Horton Data Platform)."
"microsoft-graph","6","Microsoft Graph is an API for querying and updating data and intelligence in Office 365 and Azure."
"boto3","6","Boto 3 - The Amazon Web Services (AWS) SDK for Python"
"weave","6","Weave is an open-source overlay network solution for software containers like Docker and kubernetes."
"internet-of-things","6","The Internet of things (stylised Internet of Things or IoT) is the internetworking of physical devices, vehicles (also referred to as ""connected devices"" and ""smart devices""), buildings and other items—embedded with electronics, software, sensors, actuators, and network connectivity that enable these objects to collect and exchange data."
"ppc","6",""
"payload","6",""
"h.264","6",""
"nant","6",""
"mod-auth-mysql","6",""
"wysiwyg","6",""
"max-requests","6",""
"resilience","6",""
"renderfarm","6",""
"sqldeveloper","6",""
"haskell","6",""
"dbi","6",""
"state-server","6",""
"pylons","6",""
"pythonpath","6",""
"zoneedit","6",""
"httphandler","6",""
"ncsa","6",""
"udevd","6",""
"shipping","6",""
"condor","6",""
"journalling","6",""
"mod-filter","6",""
"spellcheck","6",""
"landscape","6",""
"context-menu","6",""
"home-drive","6",""
"mget","6",""
"netrestore","6",""
"firewire","6",""
"gina","6",""
"google-wave","6",""
"dpi","6",""
"stealth","6",""
"sunray","6",""
"powerpc","6",""
"hal","6",""
"ocr","6",""
"osql","6",""
"navicat","6",""
"websense","6","Websense is an Austin-based company specializing in computer security software, best known for their web and email filtering solutions."
"reverse-engineering","6",""
"isapi-filters","6",""
"scam","6",""
"user-experience","5",""
"gconf","5",""
"gac","5",""
"ssp","5",""
"dial","5",""
"up2date","5",""
"data-pump","5",""
"application-packaging","5",""
"deploystudio","5",""
"sametime","5",""
"webdavfs","5",""
"simpledb","5",""
"fingerprint-reader","5",""
"sqlio","5",""
"vmware-srm","5","VMware vCenter Site Recovery Manager."
"gmetad","5",""
"point-of-sale","5",""
"swf","5","for questions related to the SWF file format for Adobe Flash, used for multimedia, vector graphics and ActionScript"
"pgrep","5",""
"xsp2","5",""
"languages","5",""
"mod-balancer","5",""
"gdmgreeting","5",""
"foswiki","5",""
"arcgis-server","5",""
"wimax","5",""
"pots","5",""
"tru64","5",""
"gwt","5",""
"ecm","5",""
"file-hosting","5",""
"gettext","5",""
"dso","5",""
"livebox","5",""
"window-managers","5",""
"dns-policies","5","DNS Policies are a new feature in Windows Server 2016 DNS which allow for DNS requests to behave differently based on various criteria. This allows for scenarios such as Split Brain DNS, Application Load Balancing, Geo-Location Based Traffic Management, Filtering, Forensics, and Time of day based redirection."
